Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,no_of_special_requests,booking_status
4186,2,0,2,2,0,80,2018,7,24,0,Not_Canceled
4187,2,0,1,3,0,122,2018,11,14,2,Canceled
4188,2,0,1,2,0,133,2018,3,11,1,Not_Canceled
4189,3,0,2,1,0,84,2018,6,26,2,Not_Canceled
4190,1,0,0,3,0,15,2018,2,18,0,Not_Canceled
4191,2,0,1,2,0,5,2017,10,19,0,Not_Canceled
4192,2,0,0,4,0,79,2017,7,15,1,Canceled
4193,2,0,0,2,0,122,2018,4,15,0,Not_Canceled
4194,2,2,2,0,0,118,2018,7,24,1,Not_Canceled
4195,3,0,0,1,0,43,2018,3,11,2,Not_Canceled
4196,2,0,0,3,0,103,2018,5,4,0,Not_Canceled
4197,2,0,0,3,0,222,2018,9,14,0,Canceled
4198,2,0,2,1,1,9,2018,8,14,1,Not_Canceled
4199,2,0,1,2,0,121,2018,6,17,0,Not_Canceled
4200,3,0,1,3,0,35,2018,9,5,0,Not_Canceled
4201,2,0,0,2,0,0,2018,5,27,1,Canceled
4202,2,0,0,2,0,18,2018,11,25,0,Canceled
4203,2,0,2,1,0,220,2018,9,17,1,Canceled
4204,1,0,1,3,0,6,2018,11,28,0,Not_Canceled
4205,2,1,0,4,0,62,2018,11,16,3,Not_Canceled
4206,2,0,0,4,0,131,2018,8,2,0,Canceled
4207,3,0,1,3,0,69,2018,9,8,2,Not_Canceled
4208,2,0,0,2,0,308,2018,11,25,0,Canceled
4209,2,0,1,1,0,168,2018,8,20,0,Canceled
4210,1,0,0,2,0,188,2018,6,15,0,Canceled
4211,2,0,1,0,0,39,2018,12,18,1,Not_Canceled
4212,2,0,0,3,0,37,2018,10,13,0,Not_Canceled
4213,2,0,2,2,0,11,2017,10,23,0,Not_Canceled
4214,2,0,2,2,0,2,2018,4,17,0,Not_Canceled
4215,2,0,0,1,0,73,2018,5,7,0,Canceled
4216,1,0,1,0,0,32,2018,9,25,2,Not_Canceled
4217,1,0,0,1,0,12,2018,12,14,0,Not_Canceled
4218,2,1,0,2,0,150,2018,8,17,1,Not_Canceled
4219,2,0,2,2,0,31,2018,2,6,0,Not_Canceled
4220,2,0,1,2,0,8,2018,3,11,1,Not_Canceled
4221,2,0,1,4,0,135,2018,11,2,0,Canceled
4222,2,0,1,5,0,277,2018,10,18,2,Not_Canceled
4223,2,0,2,4,0,90,2017,10,25,0,Not_Canceled
4224,1,0,1,1,1,32,2018,7,4,0,Not_Canceled
4225,2,0,2,2,0,53,2017,11,14,0,Not_Canceled
4226,2,0,0,2,0,70,2018,6,3,0,Not_Canceled
4227,2,1,0,1,0,12,2018,2,6,0,Canceled
4228,2,0,2,5,0,202,2018,6,20,0,Not_Canceled
4229,2,0,1,2,0,98,2018,6,10,3,Not_Canceled
4230,2,0,0,3,0,16,2017,10,1,1,Not_Canceled
4231,1,0,0,1,0,0,2018,2,11,0,Not_Canceled
4232,2,0,0,1,0,37,2018,5,27,0,Canceled
4233,2,0,0,1,0,10,2018,2,19,0,Not_Canceled
4234,2,0,1,3,0,180,2018,10,10,0,Canceled
4235,2,0,2,1,1,38,2018,3,19,0,Not_Canceled
4236,2,0,0,2,1,15,2017,9,9,1,Not_Canceled
4237,2,0,2,2,0,7,2018,8,26,1,Not_Canceled
4238,2,0,0,4,0,90,2018,4,13,1,Not_Canceled
4239,2,0,0,2,0,48,2018,9,14,0,Not_Canceled
4240,1,0,1,2,0,6,2018,5,23,1,Not_Canceled
4241,2,0,1,2,0,17,2018,10,3,0,Not_Canceled
4242,2,0,1,1,0,60,2018,9,3,1,Canceled
4243,1,0,0,1,0,23,2017,11,5,0,Not_Canceled
4244,2,0,1,0,0,0,2018,8,1,1,Not_Canceled
4245,2,0,1,0,0,145,2018,6,27,1,Not_Canceled
4246,2,0,0,3,0,54,2018,3,29,0,Not_Canceled
4247,2,0,0,1,0,13,2018,8,6,1,Not_Canceled
4248,2,0,1,2,0,193,2018,6,20,0,Canceled
4249,2,0,2,1,0,221,2017,10,17,0,Not_Canceled
4250,2,0,2,1,0,179,2018,10,1,2,Canceled
4251,2,0,1,2,0,5,2017,10,19,0,Not_Canceled
4252,2,1,1,3,0,190,2018,8,25,0,Canceled
4253,1,0,2,1,0,8,2018,9,3,1,Not_Canceled
4254,2,0,1,3,0,65,2018,5,9,1,Not_Canceled
4255,2,0,1,1,0,10,2017,12,5,0,Not_Canceled
4256,2,0,0,2,0,211,2018,5,20,0,Canceled
4257,2,0,0,1,0,4,2018,1,14,0,Not_Canceled
4258,2,0,2,2,0,148,2018,8,21,0,Not_Canceled
4259,2,0,0,4,0,104,2018,6,7,2,Not_Canceled
4260,1,0,1,2,0,114,2018,7,1,0,Canceled
4261,1,0,0,2,0,12,2018,6,29,2,Not_Canceled
4262,2,0,0,3,0,30,2017,10,14,5,Not_Canceled
4263,2,0,0,1,0,2,2018,1,6,0,Not_Canceled
4264,1,0,0,2,0,273,2017,7,17,0,Not_Canceled
4265,2,0,2,3,0,47,2018,10,16,1,Not_Canceled
4266,1,0,0,1,0,2,2018,3,2,0,Not_Canceled
4267,2,0,2,0,0,172,2018,6,26,0,Canceled
4268,2,0,2,1,0,20,2017,10,4,0,Not_Canceled
4269,1,0,2,1,0,33,2018,3,5,2,Not_Canceled
4270,2,0,2,5,0,299,2018,9,17,0,Canceled
4271,2,0,0,3,0,11,2018,8,9,0,Canceled
4272,1,0,2,1,0,30,2017,9,6,0,Not_Canceled
4273,2,0,1,2,0,2,2018,8,15,0,Not_Canceled
4274,2,0,1,2,0,47,2018,2,26,0,Not_Canceled
4275,2,0,0,3,0,104,2017,12,3,0,Not_Canceled
4276,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
4277,2,0,2,3,0,12,2017,10,4,0,Not_Canceled
4278,2,0,2,3,0,73,2018,5,12,1,Not_Canceled
4279,2,0,2,2,0,50,2018,3,11,0,Canceled
4280,2,0,0,3,0,20,2018,10,25,1,Not_Canceled
4281,2,0,0,3,0,47,2018,3,29,0,Not_Canceled
4282,2,2,2,2,0,12,2018,10,29,1,Canceled
4283,2,0,1,2,0,87,2018,10,31,2,Not_Canceled
4284,1,0,2,4,0,245,2018,7,6,0,Canceled
4285,2,0,0,2,0,0,2017,8,13,0,Not_Canceled
4286,2,0,1,1,0,15,2018,1,23,0,Not_Canceled
4287,1,0,0,1,0,2,2018,9,21,0,Canceled
4288,2,0,2,4,0,11,2018,11,13,1,Not_Canceled
4289,1,0,0,3,0,166,2018,11,1,0,Canceled
4290,2,0,0,4,0,92,2017,7,15,1,Canceled
4291,2,0,0,3,0,57,2018,11,1,1,Not_Canceled
4292,2,0,2,2,0,95,2018,5,21,0,Canceled
4293,2,0,1,0,0,0,2017,12,7,0,Not_Canceled
4294,2,0,1,3,0,85,2018,10,6,1,Not_Canceled
4295,2,0,2,3,0,89,2018,4,10,1,Not_Canceled
4296,2,0,2,1,0,138,2017,8,22,0,Not_Canceled
4297,2,0,2,1,0,4,2018,2,13,0,Not_Canceled
4298,3,0,1,0,0,49,2018,7,17,2,Not_Canceled
4299,2,0,2,0,0,25,2018,9,11,0,Not_Canceled
4300,2,0,1,2,0,84,2017,10,16,2,Not_Canceled
4301,2,0,2,2,0,3,2018,12,23,2,Not_Canceled
4302,2,0,2,2,0,114,2018,8,6,0,Not_Canceled
4303,2,0,0,1,0,52,2018,5,21,2,Not_Canceled
4304,2,0,2,0,0,29,2018,9,18,0,Canceled
4305,1,0,2,4,0,45,2018,4,10,0,Canceled
4306,3,0,1,3,0,28,2018,1,4,1,Not_Canceled
4307,2,0,1,1,0,37,2018,12,10,0,Canceled
4308,2,0,3,7,0,217,2018,12,5,2,Not_Canceled
4309,2,0,0,3,0,70,2018,6,9,0,Not_Canceled
4310,2,0,0,3,0,50,2018,8,16,2,Not_Canceled
4311,2,0,2,1,0,166,2018,8,27,0,Canceled
4312,2,0,0,1,0,182,2018,10,12,0,Canceled
4313,2,0,0,2,0,124,2018,4,29,0,Canceled
4314,2,0,0,2,0,164,2018,8,5,2,Canceled
4315,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
4316,2,0,0,1,0,55,2018,11,25,1,Not_Canceled
4317,2,0,0,1,0,55,2018,4,6,0,Not_Canceled
4318,2,0,2,4,0,228,2018,8,27,0,Canceled
4319,2,0,1,3,0,8,2018,12,22,3,Not_Canceled
4320,1,0,0,2,0,192,2018,6,24,0,Not_Canceled
4321,2,0,2,2,0,54,2018,10,16,0,Not_Canceled
4322,1,0,2,1,1,18,2018,12,11,0,Not_Canceled
4323,2,0,0,3,0,10,2018,12,1,0,Not_Canceled
4324,2,1,1,2,1,118,2018,8,15,1,Not_Canceled
4325,2,1,0,2,0,15,2018,3,4,1,Canceled
4326,2,0,0,3,0,22,2017,9,1,2,Not_Canceled
4327,2,0,1,2,0,66,2017,10,9,0,Not_Canceled
4328,2,0,0,1,0,58,2018,10,19,2,Not_Canceled
4329,2,0,2,2,0,44,2018,9,25,2,Not_Canceled
4330,2,0,2,4,0,9,2018,11,2,1,Not_Canceled
4331,2,0,0,2,0,136,2018,5,6,1,Not_Canceled
4332,1,0,0,0,0,83,2017,12,17,0,Not_Canceled
4333,2,0,1,3,0,266,2018,12,26,0,Canceled
4334,1,0,0,2,0,188,2018,6,15,0,Canceled
4335,2,0,0,4,0,15,2018,12,28,1,Not_Canceled
4336,2,0,0,2,0,49,2018,6,3,0,Not_Canceled
4337,2,0,0,3,0,143,2018,8,25,0,Not_Canceled
4338,2,0,1,1,0,3,2018,8,22,0,Not_Canceled
4339,2,0,2,0,0,146,2018,4,24,0,Canceled
4340,1,0,0,2,0,377,2018,10,14,0,Canceled
4341,2,0,1,3,0,100,2018,5,19,0,Not_Canceled
4342,2,0,0,3,0,16,2018,12,6,0,Not_Canceled
4343,2,0,1,2,0,32,2017,10,19,1,Not_Canceled
4344,1,0,0,3,0,133,2018,6,9,1,Not_Canceled
4345,1,0,0,2,0,192,2018,6,24,0,Not_Canceled
4346,2,0,0,2,0,0,2017,8,14,0,Not_Canceled
4347,2,0,0,4,0,11,2018,11,16,2,Not_Canceled
4348,2,0,2,1,0,33,2018,10,9,0,Canceled
4349,1,0,0,1,0,221,2018,8,12,0,Not_Canceled
4350,2,2,2,1,0,110,2018,7,30,3,Not_Canceled
4351,2,0,1,4,0,26,2018,3,7,0,Not_Canceled
4352,2,0,0,4,0,117,2018,6,28,1,Not_Canceled
4353,2,0,0,3,0,60,2018,6,21,1,Not_Canceled
4354,2,0,2,3,0,303,2018,8,19,1,Not_Canceled
4355,2,0,0,2,0,195,2018,12,2,0,Canceled
4356,2,0,0,5,0,221,2017,8,11,1,Canceled
4357,2,0,2,3,0,130,2018,9,10,0,Not_Canceled
4358,1,0,0,2,0,188,2018,6,15,0,Canceled
4359,1,0,0,2,0,19,2018,1,1,1,Not_Canceled
4360,2,0,2,2,0,11,2017,10,23,0,Not_Canceled
4361,1,0,0,1,0,53,2018,10,14,0,Not_Canceled
4362,1,0,0,2,0,188,2018,6,15,0,Canceled
4363,2,0,1,1,0,116,2018,6,11,0,Canceled
4364,2,2,0,2,0,2,2018,12,1,0,Not_Canceled
4365,2,0,2,0,0,386,2018,10,23,1,Canceled
4366,2,0,0,1,0,1,2018,3,16,1,Not_Canceled
4367,3,0,0,3,0,1,2018,6,15,4,Not_Canceled
4368,2,0,0,5,0,57,2018,11,15,0,Not_Canceled
4369,2,0,1,2,0,3,2017,9,21,2,Not_Canceled
4370,1,0,0,1,0,0,2018,7,20,0,Not_Canceled
4371,1,0,0,2,0,188,2018,6,15,0,Canceled
4372,2,0,2,2,0,67,2018,11,11,3,Not_Canceled
4373,2,0,0,1,0,156,2018,8,11,0,Canceled
4374,2,0,2,2,0,208,2018,6,11,2,Not_Canceled
4375,2,2,2,5,0,196,2018,7,24,0,Canceled
4376,2,0,0,5,0,44,2018,10,18,2,Not_Canceled
4377,3,0,2,3,0,110,2018,8,12,0,Canceled
4378,1,0,0,1,0,8,2018,3,8,0,Not_Canceled
4379,2,0,2,3,0,303,2018,8,19,1,Not_Canceled
4380,2,0,0,3,0,24,2018,12,7,1,Not_Canceled
4381,2,0,0,1,0,113,2018,10,13,1,Canceled
4382,2,0,0,2,0,377,2018,10,14,1,Canceled
4383,2,0,2,3,0,158,2018,7,3,1,Not_Canceled
4384,3,0,0,4,0,137,2018,8,23,0,Canceled
4385,2,0,2,5,0,99,2017,8,21,0,Canceled
4386,3,0,1,1,0,159,2018,4,9,1,Not_Canceled
4387,2,0,0,3,0,12,2018,3,17,0,Not_Canceled
4388,1,0,0,2,0,30,2018,3,4,0,Not_Canceled
4389,2,1,0,1,0,4,2018,9,20,0,Not_Canceled
4390,2,0,1,2,0,72,2018,3,14,1,Not_Canceled
4391,2,0,1,2,0,112,2017,8,17,1,Not_Canceled
4392,2,0,1,2,0,103,2018,3,18,0,Not_Canceled
4393,2,0,2,5,0,142,2017,8,13,1,Not_Canceled
4394,2,0,2,3,0,93,2017,12,27,0,Not_Canceled
4395,2,0,2,2,0,69,2017,9,6,0,Not_Canceled
4396,2,0,0,2,0,99,2018,2,19,0,Not_Canceled
4397,3,0,2,2,0,203,2018,12,30,0,Not_Canceled
4398,2,0,0,1,0,27,2018,6,9,0,Not_Canceled
4399,1,0,1,2,0,8,2018,3,11,1,Not_Canceled
4400,2,1,0,3,0,51,2018,11,1,1,Not_Canceled
4401,2,0,1,0,0,19,2018,9,19,0,Canceled
4402,0,2,2,2,0,208,2018,10,23,2,Not_Canceled
4403,1,0,0,3,0,113,2018,5,31,0,Canceled
4404,1,0,0,2,0,20,2018,6,14,1,Not_Canceled
4405,2,0,0,2,0,1,2018,4,27,1,Not_Canceled
4406,2,0,0,3,0,211,2018,5,31,0,Canceled
4407,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
4408,2,0,2,2,0,149,2018,6,26,1,Not_Canceled
4409,1,0,0,1,0,83,2017,9,30,0,Not_Canceled
4410,2,0,1,1,0,267,2018,10,1,0,Canceled
4411,2,0,2,1,0,145,2018,10,8,1,Canceled
4412,2,0,0,4,0,181,2018,5,11,1,Canceled
4413,2,0,2,3,0,245,2018,10,13,0,Canceled
4414,2,0,1,2,0,33,2018,8,8,1,Canceled
4415,2,0,0,3,0,314,2018,10,12,0,Canceled
4416,1,0,0,1,0,2,2018,9,22,3,Not_Canceled
4417,2,0,1,3,0,157,2018,7,11,2,Canceled
4418,2,0,1,3,0,210,2017,10,8,0,Not_Canceled
4419,2,0,2,4,0,140,2018,5,28,1,Not_Canceled
4420,1,0,1,0,0,10,2018,10,10,0,Not_Canceled
4421,2,0,2,2,0,179,2018,9,30,0,Canceled
4422,2,0,0,1,0,125,2017,12,25,1,Not_Canceled
4423,2,0,0,2,0,15,2018,2,12,0,Canceled
4424,1,0,1,1,0,118,2018,6,6,0,Not_Canceled
4425,2,0,2,1,0,150,2018,1,2,0,Not_Canceled
4426,2,0,0,3,0,36,2018,10,25,0,Not_Canceled
4427,3,0,2,2,0,57,2018,5,22,2,Not_Canceled
4428,2,0,0,1,0,3,2018,7,2,2,Not_Canceled
4429,2,1,2,2,0,134,2018,8,19,2,Not_Canceled
4430,2,0,0,1,0,107,2017,8,12,0,Not_Canceled
4431,1,0,2,1,0,15,2018,3,12,0,Canceled
4432,1,0,2,5,0,8,2017,11,21,0,Not_Canceled
4433,2,0,2,1,0,150,2018,1,2,0,Not_Canceled
4434,2,0,1,1,0,80,2018,5,2,1,Not_Canceled
4435,2,0,0,2,0,37,2017,10,22,2,Not_Canceled
4436,1,0,1,2,0,5,2017,10,19,0,Not_Canceled
4437,2,0,0,4,0,49,2018,12,7,1,Not_Canceled
4438,2,0,2,5,0,32,2018,9,13,0,Canceled
4439,2,0,0,3,0,57,2018,9,6,0,Canceled
4440,2,0,2,2,1,35,2018,2,19,0,Not_Canceled
4441,3,0,0,4,0,126,2018,5,4,2,Not_Canceled
4442,1,0,0,2,0,119,2018,4,15,0,Canceled
4443,1,0,2,0,0,61,2017,10,4,0,Not_Canceled
4444,1,0,0,3,0,19,2018,5,3,2,Not_Canceled
4445,1,0,0,1,0,29,2018,10,28,2,Not_Canceled
4446,2,0,1,2,0,52,2017,11,6,2,Not_Canceled
4447,2,0,1,3,0,282,2018,12,29,1,Not_Canceled
4448,2,0,2,0,0,2,2018,6,12,2,Not_Canceled
4449,2,0,1,3,0,4,2017,10,19,0,Not_Canceled
4450,1,0,1,0,1,0,2018,3,28,0,Not_Canceled
4451,2,0,0,1,0,12,2017,9,5,2,Not_Canceled
4452,2,0,0,1,0,43,2018,6,9,1,Canceled
4453,2,0,0,3,0,33,2017,10,21,0,Not_Canceled
4454,2,0,1,2,0,305,2018,11,4,0,Canceled
4455,1,0,0,1,0,7,2018,5,18,0,Not_Canceled
4456,1,1,0,1,0,159,2018,8,5,0,Canceled
4457,2,0,0,2,0,30,2018,5,24,1,Canceled
4458,2,2,2,1,0,5,2018,9,3,1,Not_Canceled
4459,2,0,1,0,0,69,2017,11,15,2,Not_Canceled
4460,1,0,0,4,0,237,2018,10,12,1,Canceled
4461,2,2,1,5,0,85,2018,7,18,2,Not_Canceled
4462,3,0,2,2,0,255,2018,12,30,0,Not_Canceled
4463,1,0,0,2,0,80,2017,10,9,0,Not_Canceled
4464,2,0,0,1,0,0,2018,3,5,0,Not_Canceled
4465,1,0,1,0,0,20,2018,2,14,0,Not_Canceled
4466,2,0,0,2,0,85,2018,6,21,1,Not_Canceled
4467,2,0,0,1,0,0,2018,4,26,0,Not_Canceled
4468,2,0,2,1,0,145,2017,8,9,1,Canceled
4469,2,0,1,3,0,285,2018,10,3,0,Canceled
4470,1,0,0,2,0,164,2017,10,2,0,Not_Canceled
4471,2,0,2,3,0,248,2018,10,13,2,Not_Canceled
4472,2,0,2,3,0,144,2018,9,23,2,Not_Canceled
4473,2,0,0,2,0,263,2018,10,21,0,Canceled
4474,2,0,0,2,0,37,2018,3,24,0,Not_Canceled
4475,1,0,0,1,0,8,2018,5,25,1,Not_Canceled
4476,1,0,0,3,0,50,2018,1,14,1,Not_Canceled
4477,3,0,1,3,0,110,2018,7,7,2,Not_Canceled
4478,3,0,2,1,0,91,2018,8,6,0,Not_Canceled
4479,2,0,1,3,0,173,2018,9,1,1,Not_Canceled
4480,2,0,2,3,0,12,2018,11,10,1,Not_Canceled
4481,3,0,0,1,0,38,2018,8,17,0,Not_Canceled
4482,2,0,0,4,0,156,2018,8,2,0,Canceled
4483,2,0,0,2,0,5,2018,5,24,0,Not_Canceled
4484,2,0,0,4,0,176,2017,8,25,0,Canceled
4485,2,1,1,5,0,52,2018,12,19,3,Not_Canceled
4486,2,0,0,1,0,0,2018,9,15,2,Not_Canceled
4487,2,0,1,3,0,68,2017,11,30,1,Not_Canceled
4488,3,0,1,0,0,0,2018,2,15,0,Not_Canceled
4489,2,0,0,3,0,259,2018,5,5,0,Canceled
4490,2,0,0,4,0,19,2018,12,6,1,Not_Canceled
4491,2,0,0,1,0,1,2018,4,6,0,Not_Canceled
4492,2,0,0,1,0,56,2018,6,8,0,Not_Canceled
4493,2,0,0,2,0,79,2017,11,13,0,Not_Canceled
4494,2,0,0,4,0,36,2018,3,9,1,Canceled
4495,1,0,0,1,0,9,2018,10,20,0,Not_Canceled
4496,3,0,0,4,0,38,2018,4,12,2,Not_Canceled
4497,2,0,2,6,0,172,2018,7,23,1,Canceled
4498,2,0,2,2,0,65,2018,10,16,0,Not_Canceled
4499,2,0,0,3,0,3,2017,10,22,0,Not_Canceled
4500,2,0,0,2,0,177,2018,6,3,0,Canceled
4501,2,0,2,0,0,75,2018,10,30,0,Canceled
4502,2,1,2,0,0,208,2018,8,21,2,Canceled
4503,3,0,2,2,0,86,2018,8,7,1,Not_Canceled
4504,1,0,0,1,0,40,2018,7,26,0,Not_Canceled
4505,2,0,2,0,1,21,2018,9,11,2,Not_Canceled
4506,2,1,0,1,0,179,2018,7,27,1,Canceled
4507,2,0,0,1,0,0,2018,12,3,0,Not_Canceled
4508,1,0,0,1,0,1,2017,11,19,0,Canceled
4509,2,0,1,1,0,301,2018,7,30,0,Canceled
4510,1,0,0,1,0,2,2018,1,27,3,Not_Canceled
4511,2,0,0,4,0,110,2017,12,9,0,Not_Canceled
4512,1,0,0,2,0,2,2017,12,2,1,Not_Canceled
4513,2,0,2,2,1,43,2017,12,26,2,Not_Canceled
4514,2,0,2,1,0,31,2018,10,2,0,Not_Canceled
4515,2,0,0,2,0,30,2018,6,2,0,Not_Canceled
4516,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
4517,2,0,1,2,0,174,2018,7,25,1,Canceled
4518,2,0,0,0,0,23,2018,12,8,1,Not_Canceled
4519,2,0,0,5,0,44,2018,2,23,0,Canceled
4520,2,0,1,1,0,55,2017,12,28,0,Not_Canceled
4521,2,0,0,2,0,211,2018,5,20,0,Canceled
4522,2,0,2,5,0,86,2018,5,11,1,Not_Canceled
4523,2,0,0,5,0,254,2018,10,25,0,Canceled
4524,2,2,1,3,0,73,2018,8,8,0,Canceled
4525,2,0,0,1,0,1,2018,9,29,1,Not_Canceled
4526,3,0,2,3,0,13,2018,8,21,0,Not_Canceled
4527,1,0,0,3,1,4,2018,12,20,1,Not_Canceled
4528,2,0,0,3,0,20,2018,10,4,0,Not_Canceled
4529,2,0,0,3,0,304,2018,11,3,0,Canceled
4530,2,0,2,5,0,121,2018,8,9,0,Canceled
4531,3,0,0,3,1,14,2018,3,24,2,Not_Canceled
4532,2,0,2,1,0,6,2017,11,22,0,Not_Canceled
4533,2,0,0,1,0,12,2018,9,9,0,Canceled
4534,2,0,2,0,0,81,2018,4,10,0,Canceled
4535,2,0,0,1,0,72,2018,4,16,0,Canceled
4536,2,0,1,1,0,1,2017,8,10,1,Not_Canceled
4537,2,0,0,3,0,25,2018,10,18,1,Not_Canceled
4538,2,0,1,2,0,280,2018,9,19,0,Canceled
4539,2,0,0,1,0,17,2018,9,2,0,Not_Canceled
4540,2,0,1,1,0,62,2018,3,19,0,Canceled
4541,2,0,2,1,0,58,2018,11,20,1,Not_Canceled
4542,2,2,0,1,0,1,2018,5,14,2,Not_Canceled
4543,2,0,2,0,0,29,2018,4,17,1,Not_Canceled
4544,2,0,2,4,0,105,2018,3,20,0,Not_Canceled
4545,2,0,1,2,0,105,2017,10,12,0,Canceled
4546,1,0,1,3,0,118,2018,6,6,0,Not_Canceled
4547,2,0,2,5,0,142,2018,5,29,0,Not_Canceled
4548,2,0,2,0,0,43,2018,8,7,1,Not_Canceled
4549,2,0,2,2,0,226,2018,10,29,1,Not_Canceled
4550,2,0,2,3,0,27,2018,6,12,0,Canceled
4551,2,0,2,5,0,65,2018,3,28,1,Not_Canceled
4552,2,0,1,2,0,191,2018,6,3,0,Canceled
4553,2,0,2,2,0,1,2018,4,16,1,Not_Canceled
4554,3,0,1,1,0,33,2018,1,25,0,Not_Canceled
4555,2,0,0,3,0,37,2018,10,13,0,Not_Canceled
4556,2,0,0,3,0,25,2017,9,22,1,Not_Canceled
4557,2,0,4,5,0,229,2018,11,13,1,Canceled
4558,1,0,0,1,0,72,2017,9,18,0,Not_Canceled
4559,2,0,0,2,0,68,2017,9,29,0,Not_Canceled
4560,2,0,0,2,0,317,2018,9,15,0,Canceled
4561,2,0,1,0,0,4,2018,5,23,2,Not_Canceled
4562,2,0,0,3,0,2,2018,6,2,0,Not_Canceled
4563,2,0,1,2,0,193,2018,6,20,0,Canceled
4564,2,0,1,4,0,7,2018,4,27,1,Not_Canceled
4565,2,0,2,5,0,13,2017,11,8,1,Not_Canceled
4566,2,0,1,0,0,1,2018,8,7,1,Not_Canceled
4567,3,0,0,3,0,122,2018,5,12,2,Not_Canceled
4568,2,1,1,1,0,10,2018,2,13,2,Not_Canceled
4569,2,0,2,0,0,20,2018,9,25,1,Not_Canceled
4570,1,0,0,2,0,1,2017,9,29,0,Not_Canceled
4571,2,0,1,3,0,5,2018,9,8,2,Not_Canceled
4572,1,0,2,5,0,7,2017,12,23,0,Not_Canceled
4573,1,0,1,1,0,247,2018,6,6,0,Canceled
4574,1,0,0,3,0,37,2018,10,13,0,Not_Canceled
4575,2,1,0,2,0,191,2018,8,23,1,Canceled
4576,2,0,0,2,0,12,2018,12,30,0,Not_Canceled
4577,1,0,0,2,0,188,2018,6,15,0,Canceled
4578,2,0,1,0,0,181,2017,8,17,2,Not_Canceled
4579,3,0,2,3,0,89,2018,12,22,1,Not_Canceled
4580,2,0,0,3,0,69,2018,5,17,2,Not_Canceled
4581,2,0,0,2,0,39,2017,8,14,0,Not_Canceled
4582,1,0,2,1,0,116,2018,2,28,0,Canceled
4583,2,0,1,1,0,247,2018,6,6,0,Canceled
4584,2,0,1,5,0,79,2018,4,4,1,Canceled
4585,2,0,2,2,0,1,2018,4,16,1,Not_Canceled
4586,2,0,0,2,0,7,2018,3,11,0,Not_Canceled
4587,2,0,2,6,0,102,2018,7,8,1,Not_Canceled
4588,2,0,1,0,0,0,2018,5,29,0,Not_Canceled
4589,1,0,0,1,0,86,2018,11,30,1,Not_Canceled
4590,2,0,0,3,0,151,2018,5,31,0,Canceled
4591,2,0,0,2,0,177,2018,6,3,0,Canceled
4592,1,0,2,0,0,0,2018,9,18,0,Not_Canceled
4593,2,0,0,2,0,181,2018,10,28,2,Canceled
4594,2,0,0,5,0,227,2018,10,4,2,Canceled
4595,2,1,0,1,0,0,2018,8,24,1,Not_Canceled
4596,1,0,0,1,0,84,2018,9,7,0,Not_Canceled
4597,2,0,0,3,0,69,2018,5,17,1,Not_Canceled
4598,2,0,1,2,0,315,2018,9,30,0,Canceled
4599,2,0,1,0,0,127,2018,7,25,1,Not_Canceled
4600,2,0,0,3,0,42,2018,7,19,0,Not_Canceled
4601,3,0,0,3,0,26,2018,6,16,2,Not_Canceled
4602,1,0,0,2,0,33,2018,3,8,0,Not_Canceled
4603,1,0,0,2,0,39,2017,8,14,0,Not_Canceled
4604,1,0,1,2,0,4,2018,10,24,2,Not_Canceled
4605,2,0,0,1,0,1,2018,8,4,0,Not_Canceled
4606,2,1,0,2,0,86,2018,11,30,1,Canceled
4607,1,0,0,1,0,3,2018,10,11,0,Canceled
4608,2,0,1,3,0,193,2018,8,18,1,Not_Canceled
4609,2,0,2,4,0,149,2018,8,12,2,Not_Canceled
4610,2,0,2,2,0,45,2018,4,17,1,Not_Canceled
4611,2,0,0,1,0,5,2017,10,21,0,Not_Canceled
4612,2,1,0,3,0,18,2018,6,30,1,Not_Canceled
4613,0,2,1,1,0,14,2018,8,13,3,Not_Canceled
4614,1,0,0,3,0,28,2017,10,15,0,Not_Canceled
4615,2,0,0,5,0,6,2018,6,7,2,Not_Canceled
4616,2,0,2,1,0,100,2017,12,12,2,Not_Canceled
4617,2,0,1,3,0,38,2018,6,27,0,Not_Canceled
4618,2,0,0,2,0,21,2017,11,5,0,Not_Canceled
4619,2,0,1,3,0,75,2018,3,17,0,Canceled
4620,2,0,0,1,0,40,2018,5,21,0,Canceled
4621,2,0,0,2,0,235,2018,9,28,0,Canceled
4622,2,0,0,4,0,4,2017,9,8,1,Not_Canceled
4623,3,1,2,2,0,156,2018,8,28,1,Canceled
4624,1,0,0,2,0,58,2018,12,9,1,Not_Canceled
4625,1,0,2,4,0,69,2018,6,12,0,Canceled
4626,1,0,0,3,0,191,2018,6,23,0,Not_Canceled
4627,1,0,1,0,1,3,2018,11,28,0,Not_Canceled
4628,2,0,0,1,0,0,2018,8,23,0,Not_Canceled
4629,3,0,2,3,0,28,2018,8,13,0,Not_Canceled
4630,2,0,1,2,0,49,2018,3,7,0,Canceled
4631,2,0,0,2,1,13,2017,10,28,1,Not_Canceled
4632,2,0,1,3,0,46,2018,12,5,0,Not_Canceled
